Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Mobility status,M1N,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,325.0
Mobility status,M1N,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,700.0
Mobility status,M1P,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,28265.0
Mobility status,M1P,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,24235.0
Mobility status,M1P,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,4025.0
Mobility status,M1P,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,3455.0
Mobility status,M1P,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,170.0
Mobility status,M1P,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,400.0
Mobility status,M1P,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,26810.0
Mobility status,M1P,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,16145.0
Mobility status,M1P,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,10665.0
Mobility status,M1P,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,5120.0
Mobility status,M1P,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,5545.0
Mobility status,M1P,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2530.0
Mobility status,M1P,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2135.0
Mobility status,M1P,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,390.0
Mobility status,M1P,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,3015.0
Mobility status,M1R,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,26260.0
Mobility status,M1R,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,22715.0
Mobility status,M1R,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,3550.0
Mobility status,M1R,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,2985.0
Mobility status,M1R,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,125.0
Mobility status,M1R,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,435.0
Mobility status,M1R,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,25080.0
Mobility status,M1R,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,16165.0
Mobility status,M1R,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,8915.0
Mobility status,M1R,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,4060.0
Mobility status,M1R,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,4855.0
Mobility status,M1R,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2695.0
Mobility status,M1R,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2020.0
Mobility status,M1R,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,675.0
Mobility status,M1R,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,2160.0
Mobility status,M1S,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,31250.0
Mobility status,M1S,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,26400.0
Mobility status,M1S,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,4845.0
Mobility status,M1S,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,3300.0
Mobility status,M1S,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,120.0
Mobility status,M1S,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,1425.0
Mobility status,M1S,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,29710.0
Mobility status,M1S,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,15495.0
Mobility status,M1S,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,14215.0
Mobility status,M1S,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,5750.0
Mobility status,M1S,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,8465.0
Mobility status,M1S,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2765.0
Mobility status,M1S,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2140.0
Mobility status,M1S,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,625.0
Mobility status,M1S,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,5700.0
Mobility status,M1T,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,27580.0
Mobility status,M1T,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,23560.0
Mobility status,M1T,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,4025.0
Mobility status,M1T,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,2980.0
Mobility status,M1T,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,185.0
